date,pledge
"2023-12-29","0.1900"
"2023-12-30","0.1898"
"2023-12-31","0.1896"
"2024-01-01","0.1893"
"2024-01-02","0.1891"
"2024-01-03","0.1889"
"2024-01-04","0.1886"
"2024-01-05","0.1883"
"2024-01-06","0.1881"
"2024-01-07","0.1878"
"2024-01-08","0.1876"
"2024-01-09","0.1873"
"2024-01-10","0.1871"
